ID,acceptedTaxonName,taxonRank,taxonomicStatus,vernacularName,taxonomicLevel,lifeStage,metabolicType,movementType,lowestMass,highestMass,meanMass,shortestLength,longestLength,meanLength,sizeMethod,sizeReference
3974,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002630228,-999,-999,-999,regression,na
3975,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,7.37973e-4,-999,-999,-999,regression,na
3976,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,8.91767e-4,-999,-999,-999,regression,na
3977,Ceratopogonidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.25872e-4,-999,-999,-999,regression,na
3978,Electrogena lateralis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001905367,-999,-999,-999,regression,na
3979,Halesus radiatus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001671464,-999,-999,-999,regression,na
3980,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,9.878923935,-999,-999,-999,regression,na
3981,Diatoma hiemale quadratum,variety,synonym,na,variety,na,primary producer,sessile,-999,-999,3.93e-10,-999,-999,-999,regression,na
3982,Eunotia,genus,accepted,na,genus,na,primary producer,sessile,-999,-999,6.18e-10,-999,-999,-999,regression,na
3983,Eunotia exigua,species,accepted,na,species,na,primary producer,sessile,-999,-999,3.55e-10,-999,-999,-999,regression,na
3984,Eunotia incisa,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.5e-9,-999,-999,-999,regression,na
3985,Eunotia rhomboidea,species,accepted,na,species,na,primary producer,sessile,-999,-999,2.99e-10,-999,-999,-999,regression,na
3986,Fragilaria,genus,accepted,na,genus,na,primary producer,sessile,-999,-999,6.4e-10,-999,-999,-999,regression,na
3987,Frustulia rhomboides saxonica,subspecies,accepted,na,subspecies,na,primary producer,sessile,-999,-999,7.45e-10,-999,-999,-999,regression,na
3988,Gomphonema,genus,accepted,na,genus,na,primary producer,sessile,-999,-999,1.87e-10,-999,-999,-999,regression,na
3989,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.10525e-4,-999,-999,-999,regression,na
3990,Leuctra inermis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.30615e-4,-999,-999,-999,regression,na
3991,tanypodinae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,7.08741e-4,-999,-999,-999,regression,na
3992,Baetis,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,3.73e-5,-999,-999,-999,regression,na
3993,Baetis muticus,species,synonym,na,species,larvae,invertebrate,walking,-999,-999,1.43742e-4,-999,-999,-999,regression,na
3994,Baetis rhodani,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.35956e-4,-999,-999,-999,regression,na
3995,Baetis scambus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.57178e-4,-999,-999,-999,regression,na
3996,Baetis vernus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.46815e-4,-999,-999,-999,regression,na
3997,Chloroperla tripunctata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,7.32336e-4,-999,-999,-999,regression,na
3998,Oligochaeta,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,2.45415e-4,-999,-999,-999,regression,na
3999,Gammarus pulex,species,accepted,na,species,adults,invertebrate,swimming,-999,-999,0.001120264,-999,-999,-999,regression,na
4000,Electrogena lateralis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.54421e-4,-999,-999,-999,regression,na
4001,Isoperla grammatica,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.75824e-4,-999,-999,-999,regression,na
4002,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.91709e-4,-999,-999,-999,regression,na
4003,Diplectrona felix,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001587945,-999,-999,-999,regression,na
4004,Hydropsyche siltalai,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00168697,-999,-999,-999,regression,na
4005,Perla bipunctata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.005433,-999,-999,-999,regression,na
4006,Elmis aenea,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.63798e-4,-999,-999,-999,regression,na
4007,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,4.928e-4,-999,-999,-999,regression,na
4008,Ancylus fluviatilis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.00556779,-999,-999,-999,regression,na
4009,Protonemura meyeri,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.10789e-4,-999,-999,-999,regression,na
4010,Silo pallipes,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.98415e-4,-999,-999,-999,regression,na
4011,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,3.370160368,-999,-999,-999,regression,na
4012,Baetis niger,species,synonym,na,species,larvae,invertebrate,walking,-999,-999,3.87472e-4,-999,-999,-999,regression,na
4013,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,3.09467e-4,-999,-999,-999,regression,na
4014,tanypodinae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,7.3558e-4,-999,-999,-999,regression,na
4015,Achnanthes,genus,accepted,na,genus,na,primary producer,sessile,-999,-999,2.12e-10,-999,-999,-999,regression,na
4016,Achnanthes joursacense,species,accepted,na,species,na,primary producer,sessile,-999,-999,2.83e-10,-999,-999,-999,regression,na
4017,Achnanthes lanceolata,species,accepted,na,species,na,primary producer,sessile,-999,-999,3.49e-10,-999,-999,-999,regression,na
4018,Amphora ovalis,species,accepted,na,species,na,primary producer,sessile,-999,-999,9.89e-11,-999,-999,-999,regression,na
4019,Amphora pediculus,species,accepted,na,species,na,primary producer,sessile,-999,-999,3.38e-12,-999,-999,-999,regression,na
4020,Cocconeis placentula,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.04e-8,-999,-999,-999,regression,na
4021,Cymatopleura solea,species,accepted,na,species,na,primary producer,sessile,-999,-999,2.76e-11,-999,-999,-999,regression,na
4022,Bacillariophyceae,class,accepted,na,class,na,primary producer,sessile,-999,-999,1.26e-10,-999,-999,-999,regression,na
4023,Diatoma vulgaris,species,accepted,na,species,na,primary producer,sessile,-999,-999,5.73e-10,-999,-999,-999,regression,na
4024,Encyonema minutum,species,accepted,na,species,na,primary producer,sessile,-999,-999,7.92e-12,-999,-999,-999,regression,na
4025,Encyonema silesiacum,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.34e-10,-999,-999,-999,regression,na
4026,Fragilaria elliptica,species,accepted,na,species,na,primary producer,sessile,-999,-999,7.15e-10,-999,-999,-999,regression,na
4027,Fragilaria leptostauron,species,synonym,na,species,na,primary producer,sessile,-999,-999,3.05e-10,-999,-999,-999,regression,na
4028,Fragilaria ulna,species,synonym,na,species,na,primary producer,sessile,-999,-999,4.79e-8,-999,-999,-999,regression,na
4029,Gomphonema olivaceum,species,accepted,na,species,na,primary producer,sessile,-999,-999,8.84e-11,-999,-999,-999,regression,na
4030,Melosira varians,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.94e-10,-999,-999,-999,regression,na
4031,Navicula capitatoradiata,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.83e-9,-999,-999,-999,regression,na
4032,Navicula cryptotenella,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.27e-9,-999,-999,-999,regression,na
4033,Navicula gregaria,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.76e-9,-999,-999,-999,regression,na
4034,Navicula lanceolata,species,accepted,na,species,na,primary producer,sessile,-999,-999,2.11e-9,-999,-999,-999,regression,na
4035,Navicula menisculus,species,accepted,na,species,na,primary producer,sessile,-999,-999,8.84e-10,-999,-999,-999,regression,na
4036,Navicula pseudofrugalis,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.32e-9,-999,-999,-999,regression,na
4037,Navicula tripunctata,species,accepted,na,species,na,primary producer,sessile,-999,-999,3e-9,-999,-999,-999,regression,na
4038,Nitzschia dissipata,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.62e-10,-999,-999,-999,regression,na
4039,Nitzschia perminuta,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.43e-10,-999,-999,-999,regression,na
4040,Rhoicosphenia abbreviata,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.97e-10,-999,-999,-999,regression,na
4041,Surirella ovalis,species,accepted,na,species,na,primary producer,sessile,-999,-999,4.13e-9,-999,-999,-999,regression,na
4042,Leuctra geniculata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.07718e-4,-999,-999,-999,regression,na
4043,Simuliidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.22304e-4,-999,-999,-999,regression,na
4044,Ceratopogonidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.55712e-4,-999,-999,-999,regression,na
4045,Dicranota,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,1.63079e-4,-999,-999,-999,regression,na
4046,Serratella ignita,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.45625e-4,-999,-999,-999,regression,na
4047,Ephemera danica,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002241531,-999,-999,-999,regression,na
4048,Gammarus pulex,species,accepted,na,species,adults,invertebrate,swimming,-999,-999,7.62336e-4,-999,-999,-999,regression,na
4049,Oligochaeta,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,4.92218e-4,-999,-999,-999,regression,na
4050,Polycentropus kingi,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.003824819,-999,-999,-999,regression,na
4051,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,7.38575e-4,-999,-999,-999,regression,na
4052,Limnius volckmari,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,5.61463e-4,-999,-999,-999,regression,na
4053,Sericostoma personatum,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00121188,-999,-999,-999,regression,na
4054,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00345767,-999,-999,-999,regression,na
4055,Elmis aenea,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.38049e-4,-999,-999,-999,regression,na
4056,Ecdyonurus dispar,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002141333,-999,-999,-999,regression,na
4057,Hydracarina,genus,doubtful,na,genus,adults,invertebrate,walking,-999,-999,8.6e-5,-999,-999,-999,regression,na
4058,Ancylus fluviatilis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.00299338,-999,-999,-999,regression,na
4059,Asellus aquaticus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.002147854,-999,-999,-999,regression,na
4060,Bithynia leachii,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.002304789,-999,-999,-999,regression,na
4061,Erpobdella octoculata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.008358906,-999,-999,-999,regression,na
4062,Hydropsyche contubernalis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.0016436,-999,-999,-999,regression,na
4063,Hydropsyche instabilis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.004600533,-999,-999,-999,regression,na
4064,Hydropsyche pellucidula,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.004318817,-999,-999,-999,regression,na
4065,Hydropsyche siltalai,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.004986531,-999,-999,-999,regression,na
4066,Lepidostoma hirtum,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002505767,-999,-999,-999,regression,na
4067,Pisidium,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,5.99e-5,-999,-999,-999,regression,na
4068,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,2.974131502,-999,-999,-999,regression,na
4069,Thymallus thymallus,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,133.4134549,-999,-999,-999,regression,na
4070,Anabolia nervosa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002039743,-999,-999,-999,regression,na
4071,Rhithrogena semicolorata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,8.01724e-4,-999,-999,-999,regression,na
4072,Gobio gobio,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,1235,-999,-999,-999,regression,na
4073,Leuciscus leuciscus,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,13.15928571,-999,-999,-999,regression,na
4074,Rutilus rutilus,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,8.46924,-999,-999,-999,regression,na
4075,Squalius cephalus,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,17355,-999,-999,-999,regression,na
4076,Aphelocheirus aestivalis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.002450068,-999,-999,-999,regression,na
4077,Piscicola geometra,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.020106968,-999,-999,-999,regression,na
4078,Heptagenia sulphurea,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001686166,-999,-999,-999,regression,na
4079,Hydroptila,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,7.98e-5,-999,-999,-999,regression,na
4080,Oulimnius tuberculatus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.1215e-4,-999,-999,-999,regression,na
4081,Silo pallipes,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001065388,-999,-999,-999,regression,na
4082,Empididae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,4.31e-5,-999,-999,-999,regression,na
4083,Diatoma hiemale quadratum,variety,synonym,na,variety,na,primary producer,sessile,-999,-999,3.85e-10,-999,-999,-999,regression,na
4084,Eunotia,genus,accepted,na,genus,na,primary producer,sessile,-999,-999,7.23e-10,-999,-999,-999,regression,na
4085,Eunotia rhomboidea,species,accepted,na,species,na,primary producer,sessile,-999,-999,3.16e-10,-999,-999,-999,regression,na
4086,Fragilaria,genus,accepted,na,genus,na,primary producer,sessile,-999,-999,1.27e-9,-999,-999,-999,regression,na
4087,Pinnularia subcapitata,species,accepted,na,species,na,primary producer,sessile,-999,-999,2.23e-8,-999,-999,-999,regression,na
4088,Tabellaria flocculosa,species,accepted,na,species,na,primary producer,sessile,-999,-999,9.11e-10,-999,-999,-999,regression,na
4089,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.94738e-4,-999,-999,-999,regression,na
4090,Leuctra inermis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,5.24619e-4,-999,-999,-999,regression,na
4091,tanypodinae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,7.02173e-4,-999,-999,-999,regression,na
4092,Isoperla grammatica,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002112057,-999,-999,-999,regression,na
4093,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.76592e-4,-999,-999,-999,regression,na
4094,Oligochaeta,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,3.86519e-4,-999,-999,-999,regression,na
4095,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.96477e-4,-999,-999,-999,regression,na
4096,Amphinemura sulcicollis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.07834e-4,-999,-999,-999,regression,na
4097,Hydropsyche siltalai,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.0016436,-999,-999,-999,regression,na
4098,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,85.83166934,-999,-999,-999,regression,na
4099,Brachysira brebissonii,species,accepted,na,species,na,primary producer,sessile,-999,-999,8.31e-9,-999,-999,-999,regression,na
4100,Brachysira vitrea,species,synonym,na,species,na,primary producer,sessile,-999,-999,5.51e-10,-999,-999,-999,regression,na
4101,Eunotia exigua,species,accepted,na,species,na,primary producer,sessile,-999,-999,3.07e-10,-999,-999,-999,regression,na
4102,Eunotia pectinalis,species,accepted,na,species,na,primary producer,sessile,-999,-999,1.64e-9,-999,-999,-999,regression,na
4103,Eunotia rhomboidea,species,accepted,na,species,na,primary producer,sessile,-999,-999,3.05e-10,-999,-999,-999,regression,na
4104,Eunotia vanheurckii,species,accepted,na,species,na,primary producer,sessile,-999,-999,7.67e-10,-999,-999,-999,regression,na
4105,Frustulia rhomboides saxonica,subspecies,accepted,na,subspecies,na,primary producer,sessile,-999,-999,1e-9,-999,-999,-999,regression,na
4106,Frustulia rhomboides viridula,variety,synonym,na,variety,na,primary producer,sessile,-999,-999,6.79e-10,-999,-999,-999,regression,na
4107,Surirella linearis,species,accepted,na,species,na,primary producer,sessile,-999,-999,9.2e-9,-999,-999,-999,regression,na
4108,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,7.94e-5,-999,-999,-999,regression,na
4109,Leuctra nigra,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.41934e-4,-999,-999,-999,regression,na
4110,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00281551,-999,-999,-999,regression,na
4111,Simuliidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.84252e-4,-999,-999,-999,regression,na
4112,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00103837,-999,-999,-999,regression,na
4113,tanypodinae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,6.01679e-4,-999,-999,-999,regression,na
4114,Nemoura cinerea,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.55366e-4,-999,-999,-999,regression,na
4115,Centroptilum luteolum,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001275979,-999,-999,-999,regression,na
4116,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,9.503717786,-999,-999,-999,regression,na
4117,mosses,NA,NA,mosses,NA,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4118,grasses and sedges,NA,NA,grasses and sedges,NA,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4119,forbs,NA,NA,forbs,NA,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4120,shrubs,NA,NA,shrubs,NA,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4121,arthropods,NA,NA,arthropods,NA,na,invertebrate,na,-999,-999,0.002,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4122,lemmings,NA,NA,lemmings,NA,adults,endotherm vertebrate,walking,-999,-999,44,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4123,Lepus arcticus,species,accepted,arctic hare,species,adults,endotherm vertebrate,walking,-999,-999,3000,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4124,Rangifer tarandus,species,accepted,reindeer,species,adults,endotherm vertebrate,walking,-999,-999,100000,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4125,Ovibos moschatus,species,accepted,muskox,species,adults,endotherm vertebrate,walking,-999,-999,234000,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4126,shorebirds,NA,NA,shorebirds,NA,adults,endotherm vertebrate,flying,-999,-999,100.65,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4127,Lagopus,genus,accepted,ptarmigan,genus,adults,endotherm vertebrate,flying,-999,-999,511.5,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4128,waterfowl,NA,NA,waterfowl,NA,adults,endotherm vertebrate,flying,-999,-999,1275,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4129,shorebirds,NA,NA,shorebirds,NA,adults,endotherm vertebrate,flying,-999,-999,95.66,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4130,passerines,NA,NA,passerines,NA,adults,endotherm vertebrate,flying,-999,-999,29,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4131,Mustela erminea,species,accepted,ermine,species,adults,endotherm vertebrate,walking,-999,-999,124,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4132,lichens,NA,NA,lichens,NA,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4133,lemmings,NA,NA,lemmings,NA,adults,endotherm vertebrate,walking,-999,-999,47.5,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4134,Microtus oeconomus,species,accepted,voles,species,adults,endotherm vertebrate,walking,-999,-999,36,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4135,Lagopus,genus,accepted,ptarmigan,genus,adults,endotherm vertebrate,flying,-999,-999,511,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4136,passerines,NA,NA,passerines,NA,adults,endotherm vertebrate,flying,-999,-999,23.28154321,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4137,shorebirds,NA,NA,shorebirds,NA,adults,endotherm vertebrate,flying,-999,-999,52.65666667,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4138,Mustela erminea,species,accepted,ermine,species,adults,endotherm vertebrate,walking,-999,-999,67,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4139,Lagopus,genus,accepted,ptarmigan,genus,adults,endotherm vertebrate,flying,-999,-999,598,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4140,shorebirds,NA,NA,shorebirds,NA,adults,endotherm vertebrate,flying,-999,-999,58.6867,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4141,Microtus oeconomus,species,accepted,voles,species,adults,endotherm vertebrate,walking,-999,-999,59.1,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4142,waterfowl,NA,NA,waterfowl,NA,adults,endotherm vertebrate,flying,-999,-999,944.1746324,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4143,passerines,NA,NA,passerines,NA,adults,endotherm vertebrate,flying,-999,-999,34,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4144,shorebirds,NA,NA,shorebirds,NA,adults,endotherm vertebrate,flying,-999,-999,72.19578947,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4145,passerines,NA,NA,passerines,NA,adults,endotherm vertebrate,flying,-999,-999,34.15,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4146,shorebirds,NA,NA,shorebirds,NA,adults,endotherm vertebrate,flying,-999,-999,83.21,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4147,Lagopus,genus,accepted,ptarmigan,genus,adults,endotherm vertebrate,flying,-999,-999,575,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4148,lemmings,NA,NA,lemmings,NA,adults,endotherm vertebrate,walking,-999,-999,35,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4149,Microtus oeconomus,species,accepted,voles,species,adults,endotherm vertebrate,walking,-999,-999,28.2,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4150,waterfowl,NA,NA,waterfowl,NA,adults,endotherm vertebrate,flying,-999,-999,908.2823529,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4151,Lagopus,genus,accepted,ptarmigan,genus,adults,endotherm vertebrate,flying,-999,-999,511.05,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4152,shorebirds,NA,NA,shorebirds,NA,adults,endotherm vertebrate,flying,-999,-999,74.49,-999,-999,-999,na,legagneux et al. 2014; appendix traitinformation
4153,Carabus granulatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.066357541,-999,-999,-999,na,na
4154,Carabus nemoralis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.16475,-999,-999,-999,na,na
4155,Deroceras reticulatum,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.01240611,-999,-999,-999,na,na
4156,Curculionidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,0.001947826,-999,-999,-999,na,na
4157,microfungi,NA,NA,na,NA,na,heterotrophic fungi,sessile,-999,-999,-999,-999,-999,-999,na,na
4158,Collembola,class,accepted,na,class,adults,invertebrate,walking,-999,-999,2.88e-5,-999,-999,-999,na,na
4159,Diplopoda,class,accepted,na,class,adults,invertebrate,walking,-999,-999,0.006822842,-999,-999,-999,na,na
4160,Diptera,genus,synonym,na,genus,larvae,invertebrate,walking,-999,-999,1.84771e-4,-999,-999,-999,na,na
4161,Enchytraeidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,2.69758e-4,-999,-999,-999,na,na
4162,Nematoda,phylum,accepted,na,phylum,adults,invertebrate,walking,-999,-999,4.29e-5,-999,-999,-999,na,na
4163,Oligochaeta,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,0.009954127,-999,-999,-999,na,na
4164,Oribatidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,3.95e-5,-999,-999,-999,na,na
4165,Porcellio scaber,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.00615,-999,-999,-999,na,na
4166,order aranae,NA,NA,na,NA,adults,invertebrate,walking,-999,-999,2.30769e-4,-999,-999,-999,na,na
4167,Coleoptera,order,accepted,na,order,larvae,invertebrate,walking,-999,-999,6.65019e-4,-999,-999,-999,na,na
4168,order diptera larvae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,0.002035963,-999,-999,-999,na,na
4169,vegetation,NA,NA,na,NA,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,na
4170,Bembidion lampros,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.00161,-999,-999,-999,na,na
4171,Aphididae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,1.79706e-4,-999,-999,-999,na,na
4172,order acari,NA,NA,na,NA,adults,invertebrate,walking,-999,-999,5.43e-5,-999,-999,-999,na,na
4173,Arthropoda,phylum,accepted,na,phylum,adults,invertebrate,walking,-999,-999,0.006476087,-999,-999,-999,na,na
4174,order pseudoscorpionidae,NA,NA,na,NA,adults,invertebrate,walking,-999,-999,4e-4,-999,-999,-999,na,na
4175,Lepidoptera,order,accepted,na,order,larvae,invertebrate,walking,-999,-999,0.022066667,-999,-999,-999,na,na
4176,Anemone nemorosa,species,accepted,na,species,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,na
4177,Osmunda regalis,species,accepted,na,species,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,na
4178,Ranunculus ficaria,species,accepted,na,species,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,na
4179,Ranunculus repens,species,accepted,na,species,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,na
4180,Urtica dioica,species,accepted,na,species,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,na
4181,Veronica montana,species,accepted,na,species,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,na
4182,Hemiptera,order,accepted,na,order,adults,invertebrate,walking,-999,-999,7.38978e-4,-999,-999,-999,na,na
4183,phylum bryophyta,NA,NA,na,NA,na,primary producer,sessile,-999,-999,-999,-999,-999,-999,na,na
4184,Bacteria,genus,accepted,na,genus,na,heterotrophic bacteria,na,-999,-999,-999,-999,-999,-999,na,na
4185,Delphacidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,3.66667e-4,-999,-999,-999,na,na
4186,Clubionidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,8.44e-5,-999,-999,-999,na,na
4187,family helidae,NA,NA,na,NA,adults,invertebrate,walking,-999,-999,0.4462,-999,-999,-999,na,na
4188,Ophyiulus pilosus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.007751053,-999,-999,-999,na,na
